400 400
50 0 -7105056914511112353
50 1 2014472821402521916
50 2 -2658237241886728852
50 3 -1414852510309864626
50 4 -515547401662584627
50 5 8152271452387357841
50 6 2030530052500736413
50 7 3496431985039950813
50 8 -5028230334651814638
50 9 1206355850388108297
50 10 -677282297406790414
50 11 3668019446257922453
50 12 -170879639715260189
50 13 -3794836348011338574
50 14 7317179406507053400
50 15 -8392776782991215804
50 16 -54577501869752818
50 17 4857230542836268074
50 18 6846880016722675073
50 19 -9130868217519812190
50 20 1508870168141401436
50 21 -4954759937790199069
50 22 4194314492386687385
50 23 -6293223325328155104
50 24 -3257194050577281669
50 25 -7660038143643663743
50 26 6887009352518562361
50 27 2967562190491231562
50 28 4631484831796484356
50 29 -8536826253382430131
50 30 3845458129607734860
50 31 4055119093014859381
50 32 -2319325430615004272
50 33 -7651956701226147467
50 34 -7041189902201791562
50 35 -3839101087659798611
50 36 5652072595184191716
50 37 -8441960147565362380
50 38 -5154352412494613539
50 39 1047404203801648253
50 40 -8419548732819490806
50 41 -961520494095264954
50 42 6606713122668686028
50 43 795621744869987997
50 44 -7663516728161070403
50 45 4756380704297333604
50 46 -751593879581913359
50 47 1899096264961659582
50 48 -6584285854948192136
50 49 -9071714833083980201
50 50 4686373874039993476
50 51 6990882565055345140
50 52 -8743668574980976964
50 53 -5430030955866287538
50 54 -3333557163741916663
50 55 5445741409133432537
50 56 9184802495679967813
50 57 9143017428897747698
50 58 5141686121820450571
50 59 -6139892154666329106
50 60 -6690548063584369162
50 61 2452846654965213754
50 62 4798288569917544409
50 63 -6416244921350107074
50 64 7604040792759539966
50 65 7789352264933099503
50 66 -3314266925267110972
50 67 -510775523927804310
50 68 -453558700537394219
50 69 1402407248584638998
50 70 -8565624970725887197
50 71 -2779019272317891717
50 72 -854142825511387184
50 73 -6197186153453280664
50 74 399940868907676248
50 75 -1784990276459791784
50 76 3253731329068967259
50 77 3597165394764923476
50 78 -3047760020755443848
50 79 -8114958033882962576
50 80 6301275540128920600
50 81 -1556550440771025189
50 82 4565145883653653030
50 83 7963009766850552510
50 84 8869495013992942597
50 85 -2658967775021475859
50 86 -6114171771232394970
50 87 3433679544944345967
50 88 8953683364815586694
50 89 4462699471841658203
50 90 -8022168206153962832
50 91 7523362172182669362
50 92 3531853392990786803
50 93 -7571889872255083380
50 94 -5268387988227586509
50 95 -7301227038356556982
50 96 5929697669835104763
50 97 2527405971455183974
50 98 5665459245223770499
50 99 -1465464872341081702
50 100 1840475671609713409
50 101 512970558443346041
50 102 4006999087155674245
50 103 -3414198463024617666
50 104 -5352737389537176367
50 105 -3494007036062218270
50 106 -7155467144961058566
50 107 -363570981015884690
50 108 8646863332599261265
50 109 -209273148491477701
50 110 4681466274270182250
50 111 728600771404510694
50 112 -575079773390310657
50 113 -8287662833645287188
50 114 285466934701420623
50 115 111431986441545269
50 116 -737795429398256804
50 117 -2904629215248018448
50 118 7918457308201453733
50 119 5909731122089589328
50 120 -3462795866050832680
50 121 -785237815126849664
50 122 3557508452418419796
50 123 -5928442932015736995
50 124 -1506835917696314103
50 125 -2801812444691491745
50 126 -6759945390350604426
50 127 -5307111602181623112
50 128 841554270052439441
50 129 2066502247150172490
50 130 8178761399843424392
50 131 -9004081893166935774
50 132 -7333854823648142193
50 133 207457327669395015
50 134 1944309283506404832
50 135 4017088883906648643
50 136 8573862842924510227
50 137 -2798681252819350883
50 138 -1558952226201743493
50 139 975675550122455193
50 140 -8679011699618403184
50 141 495586800015492601
50 142 7846194067463457120
50 143 -5567724625148561128
50 144 -7212797768990967542
50 145 -2670829588446068958
50 146 923347695807160653
50 147 2605154989893112425
50 148 2375527422977423368
50 149 1673163171505409782
50 150 -2581151251784870387
50 151 8525917348888114644
50 152 -1858835451193293886
50 153 6325264189981280667
50 154 -8987103224680266694
50 155 -5690830812554761078
50 156 8149376202137989297
50 157 4849246993537499034
50 158 -9056994914201351905
50 159 -1465966032012515834
50 160 -2956268422219355094
50 161 6822681847338962718
50 162 6199154383726683425
50 163 1512657330735806101
50 164 483544046770584476
50 165 -1609096898936243627
50 166 1273994288154721616
50 167 -4466044263882643817
50 168 -5692977803906820928
50 169 -12350985713812009
50 170 7843394221988203567
50 171 -4625468487207065775
50 172 -2566800289720876774
50 173 -8701671546883109395
50 174 5189050917754815713
50 175 5636457730335963034
50 176 1047795477288856377
50 177 -6654666886882146660
50 178 354925409116400401
50 179 1350285597849826922
50 180 -3434707330264202933
50 181 -1576651491501082272
50 182 5415979933503359889
50 183 -8983883737496345532
50 184 -253676504788161024
50 185 3608766759841849788
50 186 2239775089605577313
50 187 601409996771935889
50 188 6563017461897706448
50 189 -7156981429035564260
50 190 5108010751797591511
50 191 -5590298339658490621
50 192 820127946851983098
50 193 3274390718862202294
50 194 2588391408450031330
50 195 -2207559311508467717
50 196 -3727199195016246680
50 197 -5421474301966576522
50 198 1108497024835239349
50 199 626376653918612804
50 200 -2947623570779877642
50 201 -5695932162575172593
50 202 3690520836576255680
50 203 -7341869936261335227
50 204 862033909360487873
50 205 -1442937303568718762
50 206 -1414178251411107642
50 207 4146730182997860334
50 208 -9001425775158138681
50 209 1046930681334148601
50 210 4875926661475814007
50 211 -1112300802637044112
50 212 4955439223417491051
50 213 7891345770275895228
50 214 -4676374955637504396
50 215 -3912437015481510280
50 216 -1883939724751754544
50 217 5272717413916202837
50 218 2023836905778833079
50 219 6471742270839816965
50 220 -3278229751199496742
50 221 4974054924586641458
50 222 8714486487381481744
50 223 5764760426160932203
50 224 -2576595227445725683
50 225 7804084985704408848
50 226 -6368921941961783967
50 227 -6516302205731170856
50 228 -449695865132115696
50 229 449495532220843732
50 230 -83320690193960789
50 231 1194924141878357424
50 232 -4371492900579453940
50 233 8653217198162813051
50 234 1425172208199846345
50 235 3794010237958802638
50 236 1773974193386934822
50 237 6548878616736051803
50 238 -5461589696263198056
50 239 6997748776335277756
50 240 1631938227852201168
50 241 -8363147029402817722
50 242 9021349873544863009
50 243 8666580550303668645
50 244 7788722513731638827
50 245 906216230126703286
50 246 5075096975580779081
50 247 9108222886915358913
50 248 -3212538271247093462
50 249 9032436399060525502
50 250 -1634586794997678115
50 251 -1532627281403597884
50 252 8551939482335755352
50 253 -7955990911691533206
50 254 3252752121265057081
50 255 1647858901677494928
50 256 2584719165345819155
50 257 4400277575707294839
50 258 3828085706832247762
50 259 -9091562562441944398
50 260 -2367494031903757249
50 261 4765559051202587567
50 262 -7734517209000221894
50 263 -3290659557754606257
50 264 -191067399151742410
50 265 2017368924788827551
50 266 -172576489118900210
50 267 -9167248415697451521
