200 200
50 0 7449966710997683237
50 1 3447504937895733880
50 2 -26412053552058237
50 3 -3595361060206898889
50 4 1006835755260757299
50 5 7709034238619571282
50 6 -7558995831184804219
50 7 6511851524971967326
50 8 7084000288456273093
50 9 2872847616191778461
50 10 -2299510877000701299
50 11 -8883660328430355862
50 12 -2826740998236685236
50 13 9205492075930405899
50 14 8674708540929934161
50 15 852067487237274574
50 16 8880008524986587405
50 17 -7984848475520328009
50 18 -4048366847269653449
50 19 6052198814249302976
50 20 3925554764465023586
50 21 6421546564551124833
50 22 4196867584435784685
50 23 617465671327673331
50 24 -7984218899866592620
50 25 8002570544465684100
50 26 1304390546460349060
50 27 -2661972215447596285
50 28 -4074571108438704815
50 29 -4570536558262996592
50 30 6684692104690182479
50 31 -5544110180692547375
50 32 -8260685429256574708
50 33 -1936791144545743608
50 34 575198362375761163
50 35 -5462519678783728679
50 36 -1965491547804588654
50 37 3276998918102118153
50 38 8351656784943793331
50 39 8550019570513202003
50 40 2217161854598784239
50 41 5446207061836227320
50 42 -2590113474489176334
50 43 5707514742446775278
50 44 2183776169765127005
50 45 -488617194735018033
50 46 -7403830494639780719
50 47 -6270109967419137324
50 48 -2791439766255463594
50 49 8400408061189080558
50 50 -146503573148480230
50 51 2129947249938868190
50 52 3879823983512320189
50 53 -3539619789742788644
50 54 2528161968364996745
50 55 -5050521557383993524
50 56 7892523235805484429
50 57 -4805801090501035176
50 58 7567445195529093582
50 59 3588814956033355945
50 60 4585983827117047457
50 61 7085775609214086119
50 62 6616309227197492844
50 63 -7323388342142562510
50 64 8972897939192159081
50 65 5654460798538565252
50 66 -1397690512329177137
50 67 -8874297417515717311
50 68 1439860038236713873
50 69 -898299854591700530
50 70 342085292579961869
50 71 7592761730551402900
50 72 -315444541807820284
50 73 6805995954334115633
50 74 6598637322726655541
50 75 7784748145729381608
50 76 -8633522983881536038
50 77 -7762213040975144645
50 78 -5809347760728097917
50 79 7744796770981693813
50 80 8604003941331564858
50 81 -6266999322379199665
50 82 579988445020325271
50 83 7183100462049886499
50 84 -8985205613097213353
50 85 -1277262510078992743
50 86 -1211701296513813673
50 87 6979000972790446986
50 88 -3045466872402781596
50 89 -7577955204310379066
50 90 -94195846396688590
50 91 5510122576988556409
50 92 2074835807533609579
50 93 1087267899088415502
50 94 -3617095151546719915
50 95 7500792677193471847
50 96 -4796696388717118966
50 97 -7810842312901538310
50 98 5105585057462037032
50 99 -8372380539795050794
50 100 6129082887404115075
50 101 3823759427668433255
50 102 4838310448485558737
50 103 -7575344319299692491
50 104 4285816945882494022
50 105 -4506678028898752620
50 106 -2185924864135428239
50 107 720802809044234324
50 108 -1635963676129219972
50 109 -6918346174847945127
50 110 7553600689810357583
50 111 869743703658158928
50 112 9094178032019550666
50 113 7508536721700942183
50 114 2604444633987183455
50 115 -6891742476210477107
50 116 -2894971708504753090
50 117 -5525226328749393173
50 118 -3964202335159906904
50 119 9080679901071320447
50 120 723549763237970652
50 121 190932133391433862
50 122 -1913076899137981543
50 123 324363919858897838
50 124 6377051772048390078
50 125 -4309419978464194480
50 126 -7281716417524554003
50 127 -2384230071169309550
50 128 7830471667472342606
50 129 -5933266861423000908
50 130 5849736289203391091
50 131 -2893289296500994062
50 132 -35818126676849360
50 133 7158343777294784948
50 134 9221477260500374474
50 135 5355848597727744052
50 136 -5302364526984880656
50 137 8681901770704784348
50 138 2704676210402877064
50 139 -8294383675485886129
50 140 -4647894454912218536
50 141 -6451569716912011809
50 142 5009432533662922033
50 143 -7829920098669901154
50 144 3135633075696430388
50 145 408909960592104663
50 146 1730170034604020580
50 147 -2939011325915653844
50 148 4892957021833991656
50 149 4275560726556703911
50 150 1792092901513233783
50 151 -8909911332821006995
50 152 -6337960579319064125
50 153 -119800806098479381
50 154 8497757821401406190
50 155 -2875073403788736847
50 156 1779268171305517504
50 157 -2896935503536519174
50 158 -1945922681960088765
50 159 8777436142918571335
50 160 -5792588085563652959
50 161 3298465028470937900
50 162 6109269908221313457
50 163 7526653178714775171
50 164 -4564281004321330901
50 165 -8919646099038729136
50 166 -4842436247611963512
50 167 -6887222389464687916
50 168 -8614487447138517420
50 169 -8190997201019478472
50 170 -7891269646049037153
50 171 -8891833040275372156
50 172 4685839969665036990
50 173 8546038711513215906
50 174 -2076134815779391455
50 175 -7311452080442260360
50 176 -1808892583719852729
50 177 -946813854532815887
50 178 2487254506476652913
50 179 8678411621536705939
50 180 5890429094272828765
50 181 8564414981794767928
50 182 4048787163154337885
50 183 1884476537161065098
50 184 8692967775439919712
50 185 1787367167975251535
50 186 5975752594857483393
50 187 2059838750780953507
50 188 -1677918626261888997
50 189 -2062104368046825023
50 190 -4459759733537899223
50 191 -8659048766867140506
50 192 8684952836703216226
50 193 7800477701217367298
50 194 5040933348621999172
50 195 4513974336802317262
50 196 7170626735636995640
50 197 -7960042197847003670
50 198 -6317834085010068401
50 199 9096532254959146649
51 0 255482148867898340
51 1 524646972926640592
51 2 -2947527379635642801
51 3 -5959043491614539153
51 4 7580565380388232283
51 5 8820512822728739173
51 6 -5502545425999359867
51 7 7351597115771128881
51 8 2528772211263390406
51 9 -2443969002580475648
51 10 -6208008527583136564
51 11 -4260372582794455748
51 12 -2012743941752979237
51 13 8673621443629348583
51 14 7200963955027729259
51 15 7126526583084775669
51 16 -2267258345740242052
51 17 -587828021737554012
51 18 -8455604151922144347
51 19 -8102837254043912051
51 20 -1302352901878350241
51 21 -4863931455510437298
51 22 -5796781521578177086
51 23 -597947229019206911
51 24 -2809749410896614521
51 25 -7895963770093418704
51 26 -7454785613710753687
51 27 -4422966097788899812
51 28 183860860089509038
51 29 -7592630157530956676
51 30 4410910810346772138
51 31 -1428297147971774775
51 32 -921887811863232757
51 33 8511504180945541082
51 34 -2263913051004959919
51 35 -6112749448879249211
51 36 -2942969302387603739
51 37 4534551030360231651
51 38 -8874876772071931637
51 39 4812490084233200851
51 40 -6112421371594776305
51 41 5290345399256281981
51 42 -5741596973407687985
51 43 -292656087802891917
51 44 -4028955579692647636
51 45 7353996318950197972
51 46 -2770292665410988301
51 47 850412657491398494
51 48 4387025381269204049
51 49 -8679695974960974748
51 50 1739131990079674
51 51 5764070432310632140
51 52 -5398387347285630795
51 53 -1519560173672655217
51 54 3700336657129499883
51 55 8648626412682036057
51 56 -7814739659733174447
51 57 8663006070377750015
51 58 3269838810285766230
51 59 8123035070191746869
51 60 -2034938836691674243
51 61 4126579429248083464
51 62 -3936172857092761110
51 63 -3723022170010787334
51 64 4438689132925522473
51 65 -7565646645194558854
51 66 -8810443278294180092
51 67 -2114641451092852618
51 68 -2024366512108662638
51 69 5146554195479117102
51 70 -1406514583123794619
51 71 -629530582650138972
51 72 -5237230475862828608
51 73 5730599628189743562
51 74 -6971637496048695194
51 75 -8635066296459050516
51 76 7454807619392300353
51 77 -4508851819364980472
51 78 1683324161548920076
51 79 -1940889137886484700
51 80 -3777405393693565336
51 81 -3908237389649077200
51 82 4268462878707691411
51 83 -7876708654294725603
51 84 5224938578824003113
51 85 6107447523280245478
51 86 -7004507821967140760
51 87 -1580000994060929818
51 88 -6062483796604941503
51 89 -318780179849080234
51 90 -2071213582626467499
51 91 -3791744587067526640
51 92 2925916379205526404
51 93 -9060995330819284675
51 94 -7187432982580178218
51 95 1276814856159604247
51 96 7809624255393308850
51 97 -4120985736848820348
51 98 6810678075833046028
51 99 -5182348169828643736
51 100 -2328873116617604349
51 101 5547930973352071077
51 102 3803088125551271089
51 103 4935799025917383119
51 104 -3475763903962110407
51 105 7870573153362043303
51 106 -75387709585853660
51 107 3584061053350988130
51 108 -6136215591416092390
51 109 5202851441496130898
51 110 8327312425333104382
51 111 -8287304103552394153
51 112 914513390797920357
51 113 3298376850948786414
51 114 -1286572162492303038
51 115 6444299717748377337
51 116 -5094520475886658827
51 117 -7987298639294001458
51 118 4653117652551841510
51 119 -1683647852894344825
51 120 -2184280253123176948
51 121 6534334969768835356
51 122 -6726644449387505633
51 123 -1258750318660721934
51 124 -1891883218762099679
51 125 1294357304544018206
51 126 3508103660061894198
51 127 6844996749074013765
51 128 -1506493988155637394
51 129 7190011360415043803
51 130 5448224001237974276
51 131 2902988566554445825
51 132 -1909375714413904412
51 133 547910164624334096
51 134 2751427128699136339
51 135 -6583288127023373152
51 136 -986928781977753883
51 137 5289693186588794936
51 138 -5774726878189997486
51 139 -5947603185875892127
51 140 7329517014535809674
51 141 -2731248445692338011
51 142 3606313945743774629
51 143 2166242650127888764
51 144 -282082346959890103
51 145 -4803185571587478423
51 146 -3539097134052821169
51 147 6434447593272643265
51 148 517505448698164866
51 149 -984333056074725581
51 150 -8532008861539540
51 151 7648971655097583966
51 152 -1196299154840911876
51 153 6350267321804271147
51 154 -7765276603398439210
51 155 -2864350565986072895
51 156 -1146287850048423817
51 157 -5199572554532935530
51 158 247085495296160137
51 159 8156430913903084924
51 160 1563969270343014928
51 161 14541411107259327
51 162 6585904822638782342
51 163 7869316801211847247
51 164 -4864115164617788287
51 165 -1351320074102805785
51 166 2392497053192940207
51 167 -5998559967930200290
51 168 7899563659483643801
51 169 1625182836223356240
51 170 839725425230016302
51 171 7493009516775786637
51 172 2364208755754509048
51 173 -4023667203443735054
51 174 3093780164147895860
51 175 3598980934159347397
51 176 -2904038861762183836
51 177 -1201016989681677455
51 178 -3094149174094522998
51 179 4344031783851873261
51 180 -4380365260139603771
51 181 68172604896095993
51 182 5571569518239206279
51 183 -3502485235809525053
51 184 7259830115179292402
51 185 6052532891711949064
51 186 4911333808118135683
51 187 -8118632612153200723
51 188 5121266604094011260
51 189 8678068408593277063
51 190 5040284675147987412
51 191 -4564719230249115886
51 192 -1629210392899412870
51 193 6453070134436153141
51 194 1883918792571958952
51 195 -2677148896940244975
51 196 -4649154656020722294
51 197 3667262359950231664
51 198 -237133694331140120
51 199 6263320133395339952
52 0 -7965687484973535032
52 1 2538618395133120344
52 2 -2174989728921049194
52 3 -1932704729206373051
52 4 4273856339771500546
52 5 6140845683214485947
52 6 5205345444348010399
52 7 -8279002518042727160
52 8 -5704267877172097172
52 9 1504316212236334601
52 10 -1578429076736062108
52 11 7305258728075359021
52 12 -7474879242973863429
52 13 3659233281229558705
52 14 7279017557641046860
52 15 -2352372553654331089
52 16 -3828738622122150777
52 17 -1457707998261598947
52 18 4408443032504939103
52 19 1068151989375116649
52 20 5973358308534715306
52 21 -1513014617983803513
52 22 -2363396088014680258
52 23 -3648194701967504938
52 24 -635822406113712610
52 25 849149396048779161
52 26 -6706402213359705397
52 27 -3581317798081208277
52 28 -6462620368706291320
52 29 148042320008707617
52 30 -7194040982994416412
52 31 3035896790184419434
52 32 -7089446856198676959
52 33 -6542855671959274741
