200 200
125 0 767068101404094436
125 1 4728685162432600311
125 2 1758833784948738330
125 3 -9071688093738805264
125 4 1362449949693016196
125 5 6884434764912157226
125 6 419384678173018078
125 7 -2588425406291757042
125 8 2713218133114276377
125 9 4975218448517879194
125 10 4653633819332871486
125 11 2362370464912607626
125 12 7496886933617470111
125 13 -6493986416484200568
125 14 3019108692719966170
125 15 7524021947280901903
125 16 -5049796670521941610
125 17 -7930606901825309416
125 18 -3031840775508201074
125 19 8148034306071013537
125 20 855118591029140572
125 21 -4694371635203234622
125 22 5560829724634158382
125 23 -5604708676653298309
125 24 4424196152438695679
125 25 -8167820251808432822
125 26 2532577403055397815
125 27 -8155662732744961246
125 28 -6231080902297261324
125 29 2682620381190209922
125 30 3453070485002120868
125 31 -4662831376585859839
125 32 2359328124597908238
125 33 3644460583714495753
125 34 9157406431222480676
125 35 -5509400401398742570
125 36 -6119151061418249204
125 37 -8785738512446714484
125 38 -1158616495387962455
125 39 -4367995143958875204
125 40 1818591112087734763
125 41 9221671452109789181
125 42 3663984020465415525
125 43 184250955971873728
125 44 4695451152840691162
125 45 -2008223202817709476
125 46 -4649149063942675064
125 47 -3224383050568957781
125 48 7377682422529917728
125 49 2909951420905370640
125 50 3987978419820220304
125 51 -1543058060214574718
125 52 7789557939928955563
125 53 -4182568072915640646
125 54 6651017985511543878
125 55 5267162476333547906
125 56 -7931238085329973587
125 57 -1937527941432321153
125 58 -7165902432755782265
125 59 2024420275556756153
125 60 -4504493158827000275
125 61 -4696548086107516508
125 62 4324368025520932818
125 63 2479389408170530566
125 64 -1882803542610269989
125 65 899145817322078795
125 66 5521182715161938684
125 67 -3162852371889030033
125 68 -3593431879147853672
125 69 -8998476859425114030
125 70 -8658383823916552193
125 71 -8238835978084209535
125 72 -7796154529765327785
125 73 -1542361520790290184
125 74 5554108944162825337
125 75 -2024209603630701896
125 76 5201603283348523080
125 77 -416216313512714339
125 78 -5365377848386414004
125 79 5580722899735795440
125 80 -9145187161295847824
125 81 -7409208481787664222
125 82 6276108568877710567
125 83 4913663456206182696
125 84 8409449011133883099
125 85 657222308035522863
125 86 3621041902708439097
125 87 -5626505209087464149
125 88 3771242619028881507
125 89 5191100235806544032
125 90 -4461563897781946098
125 91 -5989925140793842696
125 92 265508911312113008
125 93 3951326530950005366
125 94 -4098064768279767888
125 95 6891952227160804378
125 96 6790109728465425485
125 97 -2655466000076967019
125 98 8172450709816041592
125 99 -4773989964412699723
125 100 -3290652964687303975
125 101 -516214356232229907
125 102 1704511025538482157
125 103 -6607226137993995753
125 104 7134141508873152821
125 105 -6721376512880287762
125 106 -6519406709106996228
125 107 -6900472632355864839
125 108 -1785864878219206391
125 109 600135401451867611
125 110 -8104463973413652266
125 111 5995825634422070627
125 112 -2544597994994576119
125 113 -168755753577402351
125 114 4235987229512315544
125 115 1822178514681483266
125 116 6384956848999881717
125 117 7851756248508163083
125 118 4225038651407041336
125 119 2110319537004557455
125 120 7012475676626948757
125 121 -8779846120486769333
125 122 -5601018634690498774
125 123 5285292851319750777
125 124 -5059388641285496295
125 125 6936868634817819793
125 126 -251823890996789377
125 127 -1974782845693489882
125 128 6664044328602955499
125 129 3616065614618178807
125 130 8108197851744730926
125 131 7648373351119324627
125 132 -6962919126168216505
125 133 7504795200433061475
125 134 -6134089371865178020
125 135 1787934626759404188
125 136 -4003255714311388194
125 137 -2278230964183571755
125 138 2166277883417266125
125 139 -2548962192502389015
125 140 4352754033152108791
125 141 7139620190335499003
125 142 -4525747009476262152
125 143 2452391322764510327
125 144 -4746358128226465193
125 145 278306436722858843
125 146 -4400548245899133530
125 147 -775868273614406322
125 148 -8394577470152464780
125 149 -5586317883682675844
125 150 -5563228453398531160
125 151 2222602032528169612
125 152 -8411116761840345069
125 153 685605541717361558
125 154 5898994114084267194
125 155 8898953680921353486
125 156 1325954141945778451
125 157 -7525261957619666735
125 158 -9056240906684693394
125 159 4468735373645175104
125 160 -5900024099622894057
125 161 -8153740589965338176
125 162 7113326452121939603
125 163 -3059322839302721150
125 164 -6930373613731050174
125 165 -2742949335157923835
125 166 -4014668261882825117
125 167 1946445401407242060
125 168 -3033324261756491846
125 169 -5000968580063499915
125 170 -1072526073472372877
125 171 7392390274599974520
125 172 -8936974789734546836
125 173 -3011682876401077375
125 174 -3842563628037714936
125 175 3298041281810836335
125 176 -4426869603091932420
125 177 -8525008131470737185
125 178 2869927891174017293
125 179 -7436794923590634061
125 180 352930722083896314
125 181 -1882596530653906370
125 182 3828088281560538207
125 183 3840707165767549937
125 184 -640358790895775561
125 185 7392098979953945406
125 186 1454405250745910663
125 187 2788670273334657565
125 188 2775053735935769222
125 189 -128786152306735496
125 190 4182888567837179248
125 191 817486581271531899
125 192 -4367877101132396281
125 193 -5285029973639723000
125 194 -1023876264636387115
125 195 2377794628697180728
125 196 -7928809354122064844
125 197 -5689028419756377496
125 198 3718665714770505585
125 199 1612130086487875799
126 0 -2053079399458715895
126 1 2270239944836638661
126 2 5182047907924286223
126 3 -5374347016016463245
126 4 -8227977283556697133
126 5 7736749831074735984
126 6 -4190093936239677180
126 7 1820650397914313757
126 8 4040796677449872808
126 9 7411010656979216326
126 10 -1534683329100294130
126 11 3219856477475657424
126 12 -8099992197675284705
126 13 7411023191858953374
126 14 6789468995676490815
126 15 615463049496388139
126 16 -7583855728465338112
126 17 -1612819554262594805
126 18 -1955113779539328620
126 19 7601568112411018331
126 20 -4779221152697412139
126 21 8640989719258123391
126 22 -7699776564874136732
126 23 4828678341366084773
126 24 -3428687887933396607
126 25 8456726017009452184
126 26 681818974825608359
126 27 -1979884113083686060
126 28 -7430978890872794886
126 29 -3675763622281360767
126 30 5488098812417012387
126 31 -6721850901657833483
126 32 -7422599304720937657
126 33 4699080666434105065
126 34 1710102633848407902
126 35 8834616731845270762
126 36 -2645411896126241850
126 37 -4382055168953832742
126 38 8567919689404562635
126 39 -6591439952717307985
126 40 1547740927765686501
126 41 -1593708189807507561
126 42 3484361271807456711
126 43 -8455291690672345109
126 44 1912523828171652432
126 45 6332736255690269301
126 46 6625579769227789890
126 47 -4097851120120769885
126 48 -6260732365224742576
126 49 2145921196024969181
126 50 7810756102158942511
126 51 -107270787383487851
126 52 -4356218231259770289
126 53 889069767766657833
126 54 4728353015229836178
126 55 -9081942365597155699
126 56 -2832718291799071612
126 57 -4543804949964462054
126 58 3356279283571376191
126 59 8579557690250780298
126 60 1807780047051144508
126 61 9194496998596395862
126 62 -7448585284884916862
126 63 8343420388880673542
126 64 -3121704189694471368
126 65 7847490043964187881
126 66 -8898802782742697673
126 67 -8806888242515597213
126 68 -346938505197707208
126 69 3327342899446112929
126 70 -4785191697804776738
126 71 -4090559388493668846
126 72 -228660779344995284
126 73 3228663657598932939
126 74 -2297739220079990414
126 75 7486661073125671809
126 76 -379930568283499996
126 77 3222790363543307812
126 78 5480998827672461511
126 79 4908146684246504813
126 80 5852122076679555107
126 81 -8116871934530945131
126 82 -1066495613462344781
126 83 6861633036035593045
126 84 7108274910028543545
126 85 7720802403289778500
126 86 6451908984593373254
126 87 -7676951516966010526
126 88 5297092486844297680
126 89 -4121107028169355040
126 90 -4647895716620836678
126 91 2320275736443385315
126 92 -1955554577291458976
126 93 -8902445389945166869
126 94 -5563459462178966482
126 95 1990492148326744018
126 96 -6935086802905164468
126 97 -4135356605670737409
126 98 5502374334539327851
126 99 7473135176073973591
126 100 7807005686766537397
126 101 -2816770305447266750
126 102 -4056823484171026125
126 103 978369156126813400
126 104 5101636164657807907
126 105 545437004552637380
126 106 7103025364767307961
126 107 -5325538745687911490
126 108 -985961390490957088
126 109 7471646027804924725
126 110 3556122635241830850
126 111 -9211243238219717890
126 112 7337334004684993351
126 113 4407526420518852467
126 114 -7720506195207146495
126 115 -2205754706268109967
126 116 -6354504575421712649
126 117 -3637053824081565852
126 118 4717344122965151015
126 119 7234802437619644782
126 120 9052226542221251764
126 121 -6710598799048343607
126 122 -7912249351240992805
126 123 3706299841558696172
126 124 365449408824550278
126 125 8509126105255841210
126 126 -5047452942803160999
126 127 9177205279092836069
126 128 5660123043574480100
126 129 4735444833734582492
126 130 602882649743042175
126 131 -6913575334769349735
126 132 -535847176795550273
126 133 4898544190460645972
126 134 -7677937019945717852
126 135 -3887351903628732000
126 136 4823031136716187628
126 137 7979495001843258832
126 138 -7758553711811191076
126 139 851633311765781263
126 140 -4652908022617171314
126 141 6116770264678937284
126 142 7197267656958917339
126 143 3006920217532745911
126 144 -6169114871815290948
126 145 -2279022648544187549
126 146 -8795904217446936621
126 147 8799529338872575927
126 148 8510047883158280266
126 149 -8610509864203134599
126 150 7466186318971063964
126 151 -5499543869093026044
126 152 696372173812126558
126 153 -7086538540876569891
126 154 -4669277934073928746
126 155 8169120420358858031
126 156 208697695691009866
126 157 -17510363100561082
126 158 -5348821432013107152
126 159 5815349893954111016
126 160 -4859204499700398076
126 161 -7239615919316227793
126 162 1605625969473469334
126 163 -3277490286395216633
126 164 -1120426081402337187
126 165 4586506789258753386
126 166 -6801465502947577692
126 167 4184081422399023340
126 168 -8460156748487926979
126 169 1763300625456901361
126 170 -5173693547153630939
126 171 -235728311675984410
126 172 -5553733819368545996
126 173 -3333966341341987842
