200 200
75 0 -5767044940578944104
75 1 -2287117427128167344
75 2 -3459535851641771873
75 3 6336473109680479323
75 4 -3614454313520212955
75 5 7884159620621401773
75 6 3655572796339007132
75 7 4708835783694263042
75 8 -5813600335734853046
75 9 1065755148774432113
75 10 -6302032177706633678
75 11 -8144941349164705238
75 12 3541823744792264940
75 13 -737064751334447387
75 14 6098260219331659068
75 15 -7920854840364855141
75 16 -3888500300086542862
75 17 -6144279295073458946
75 18 5876261839641905057
75 19 -6995340799015924216
75 20 -3746441516115140306
75 21 -923703831565965596
75 22 -8569790260481120492
75 23 -5394896835211597418
75 24 4970557098201798193
75 25 -5572800478379150323
75 26 7638488668087281059
75 27 7421056711320885380
75 28 -5208488194453818863
75 29 7414903746161689360
75 30 -5649744806335134537
75 31 5694994696988230148
75 32 -6192135864416271841
75 33 276408463000626590
75 34 -8160288748290126314
75 35 -5391567846369399449
75 36 -4946592848989006520
75 37 7729155466871067409
75 38 -5907755724097004805
75 39 -5462311863251670133
75 40 2041189889255246090
75 41 5391391515717461085
75 42 2538869243546218751
75 43 5435842992724302526
75 44 7654471912857703735
75 45 2253235201724367751
75 46 465057224896353325
75 47 6315049727025995619
75 48 5097119752236763785
75 49 3750825774967879448
75 50 -8805545239126526479
75 51 1973172615952638733
75 52 3625581390357732767
75 53 -3285040834251067146
75 54 4253502270960892931
75 55 4559934647780379673
75 56 -2565854018942236343
75 57 1728481682303644245
75 58 -4123322203076664148
75 59 9157199851128963556
75 60 8953402136253529309
75 61 -5781964724021164963
75 62 5407471051972525222
75 63 6909802613680389554
75 64 1797156612544846154
75 65 8615726137103391390
75 66 -8325653655269843057
75 67 7322289068511879713
75 68 6854368386396336476
75 69 -923592398221189124
75 70 -5490080130195305004
75 71 8009080333813911295
75 72 5743681850672182073
75 73 -3479134267366956364
75 74 -3579261587293458098
75 75 -9073806570947160605
75 76 1316699877956224967
75 77 6566042737842011583
75 78 213213704316160200
75 79 -3165904055020240969
75 80 -729181093012455464
75 81 -4302711860865718394
75 82 -1065397876938608889
75 83 880763133198451251
75 84 -6676091329987669795
75 85 -2475264361682096166
75 86 1879720814140641450
75 87 -1384647777496734225
75 88 -475217728093436162
75 89 -1587591207878288051
75 90 8581457064910085463
75 91 5486673204495939461
75 92 7487499865856269653
75 93 -4560620548004063977
75 94 6094933074872786399
75 95 60183437673773405
75 96 -5475285129039735265
75 97 8682041106499037500
75 98 3527500819266849661
75 99 -9181354020059761
75 100 8674792415122512154
75 101 -7468920310222898257
75 102 -3781176120642615607
75 103 -5962648608415127547
75 104 -2751856989435356192
75 105 -3231246413603598158
75 106 -6120814291226396278
75 107 7825842593561756775
75 108 -8769516546820594532
75 109 6050113274179699223
75 110 -5456529492437855728
75 111 -5365171147212406933
75 112 7402422673240679851
75 113 135797421346002727
75 114 7571257830416803664
75 115 6065383819668858841
75 116 -122458193732668790
75 117 39602651644946097
75 118 -392171792975771261
75 119 1200604003813852205
75 120 3848581100350498791
75 121 7961276571072236526
75 122 2345604227017793756
75 123 105731861616540047
75 124 2931779497466303978
75 125 -2215571480227100532
75 126 6757014700600756634
75 127 -1784989349504323164
75 128 -5602806533666014023
75 129 6283475076315884249
75 130 1761700352670542053
75 131 8441068420841182045
75 132 7548429310483522643
75 133 -8358428886301275213
75 134 4556082952180489385
75 135 -6879866328160159990
75 136 -4557649172499049987
75 137 -2096194874069292480
75 138 -3951470781873713306
75 139 -4318421169893065594
75 140 -1893814258959999103
75 141 3617213163889955371
75 142 2602967887640134250
75 143 -6224640898650773202
75 144 4201971806066521528
75 145 2284094374007684084
75 146 -6146585349439554220
75 147 3683020530182487830
75 148 -2488711515721863289
75 149 -8411337806094926240
75 150 -4630434701412117784
75 151 -1352251000030118675
75 152 8118407398158531039
75 153 -7598531601484694900
75 154 3109458576385055431
75 155 -5424843020227914179
75 156 -6187928677076243640
75 157 3906319022197555769
75 158 -2097649097158470562
75 159 -4330092112064656679
75 160 5883252637312616538
75 161 7779108676724439368
75 162 7225098279160104272
75 163 2997403175023242270
75 164 -1239484090366754226
75 165 3146235352586788950
75 166 918127034609914608
75 167 3143627560812842689
75 168 -3201624598627428783
75 169 -7753015132986481865
75 170 7168975774035344729
75 171 7838864022280492995
75 172 8530182614812439406
75 173 -7667693917425652572
75 174 -7393845256085060998
75 175 -3624499304634222370
75 176 4460870767391270386
75 177 618698937790610580
75 178 968854736086940334
75 179 3476807054625770647
75 180 -8997980776533501643
75 181 -3135005885394710594
75 182 2515755962808844075
75 183 8147107391207485247
75 184 -3320690345282121125
75 185 6912162862810604895
75 186 -2503254825580854758
75 187 1603753917717101140
75 188 8828142008421910733
75 189 -5205646408044933020
75 190 4444893168113126013
75 191 -3487082001714941863
75 192 3382287939027441042
75 193 -1942663998339755609
75 194 2524306776276423150
75 195 -6125164785757634532
75 196 -469024964260088531
75 197 6213275434836192185
75 198 -5618986427487801808
75 199 -380166836116366439
76 0 -6969288580436488262
76 1 2331762307646678792
76 2 3016780165085418649
76 3 -9139132541322703155
76 4 7810647591753903810
76 5 -4129562905272559333
76 6 326014116963773428
76 7 2616751680697594071
76 8 4052494335329264941
76 9 -6493905482636613899
76 10 1340987471078400644
76 11 1449447509783578192
76 12 2134145484840394598
76 13 3365617472530350921
76 14 4510450930819324575
76 15 -180663725104405224
76 16 -7109805565354942693
76 17 -6771364798149690871
76 18 7023276497666414267
76 19 753252044525332527
76 20 8419715255054674331
76 21 -6068226699414098983
76 22 1351479228325485204
76 23 3553233593436081697
76 24 8873168366244028986
76 25 1859760635062575896
76 26 -701207507552967861
76 27 -527535640306594342
76 28 -5049094319385311903
76 29 6981800645625408556
76 30 4060918790101903514
76 31 -1980637322801678391
76 32 929808216371225812
76 33 8701244304017473092
76 34 2773852834946700706
76 35 -4732123325586770583
76 36 -6222693288812695690
76 37 6534296918906830164
76 38 -2638773112566017495
76 39 1957107195524607961
76 40 4291241261141002301
76 41 648578559470581112
76 42 7914980954982956255
76 43 400914129804030940
76 44 -3882716457648648902
76 45 -2476348692294250465
76 46 -4435627674857199287
76 47 2611531599364793004
76 48 7378226792030981873
76 49 4101406035866230970
76 50 1470594063874903122
76 51 5287309051231558113
76 52 2678250512383252752
76 53 -9077824385187062158
76 54 -4261878708708642978
76 55 -7571667703217879008
76 56 -7479713041673779173
76 57 -7709227147484981036
76 58 -3683006983419606797
76 59 3678362853568515732
76 60 -1386921669190196083
76 61 -4756961599148795941
76 62 -1479956609110053431
76 63 -1056158649500186734
76 64 -1569285387884236955
76 65 -2120612237404390043
76 66 -6799716527973986638
76 67 6764957637602430159
76 68 -9026751982022873927
76 69 -7715552649241054163
76 70 900340991847611900
76 71 -9038602895867997282
76 72 -6513645415832901537
76 73 -3066580277476521958
76 74 411819223749128067
76 75 -2131497263193923371
76 76 3346216787708132763
76 77 7786155015280429593
76 78 3488760122196506561
76 79 -6758499114586247740
76 80 6004065016031820140
76 81 4704638923894446712
76 82 -8353122231862387779
76 83 -7713920642799282343
76 84 -3044250118005288532
76 85 -2770684493761838717
76 86 -3145642491546600423
76 87 -4944685419926825574
76 88 -4431403470057794645
76 89 -42384154454548747
76 90 -5335094321744420456
76 91 -5072509537582790865
76 92 -4679622489936132678
76 93 -7670705878521584131
76 94 4232122813341794948
76 95 -4146147860275337725
76 96 -8711539322967289946
76 97 -4201178677360853476
76 98 -8845404659210639219
76 99 5089704864639591343
76 100 -4621023919206497211
76 101 5557555315283045138
76 102 -5443821984060597852
76 103 -7139018176494111553
76 104 -6127136568055447350
76 105 4698687426433579873
76 106 2975718045805379458
76 107 137774548811606556
76 108 -5047868908024086371
76 109 7604536165440402066
76 110 1469966254621781552
76 111 183111969907846278
76 112 5400064176798314663
76 113 -5324276075629785306
76 114 -2686037455639598762
76 115 -7057347638911059594
76 116 -1131562524535979002
76 117 -5862018533655143818
76 118 5611509649323350204
76 119 -8399255160863086460
76 120 8837257343051180900
76 121 -2050411007238481762
76 122 1153348072869394009
76 123 7642421041752528171
76 124 -8345662333584181563
76 125 3536528610418613168
76 126 -2445494914804775546
76 127 -2322898427527220540
76 128 4915915450640778130
76 129 478222829582221288
76 130 -1714436212359837668
76 131 -9216013773589371533
76 132 -6548511498535930730
76 133 7003378756935442766
76 134 1910543082125331443
76 135 903756142298971070
76 136 -45241800285310838
76 137 -4448243167827861212
76 138 3516542746319243262
76 139 -3008608432509196209
76 140 5201456576703013337
76 141 -1500154385161148052
76 142 -3292146634464631957
76 143 4648132446670047835
76 144 1847944521127729061
76 145 -4589464795928673709
76 146 2200670345252463173
76 147 760585029469563907
76 148 2387582785793126689
76 149 289491762687531085
76 150 8541345483137383347
76 151 -4514433680574360107
76 152 -4931829139240156504
76 153 7892182984367953079
76 154 -5406858670223060381
76 155 1565065596053996369
76 156 1706143021288561706
76 157 -9055216641015951422
76 158 -4438966639672871789
76 159 2568070651007594402
76 160 7805001580173599063
76 161 4946739580307188655
76 162 -803556028321492804
76 163 717598677785783306
76 164 9118284697959687885
76 165 -427718519581969181
76 166 -2530830484596301898
76 167 -1233991498635866988
76 168 -7738841704148077668
76 169 974598682805194670
76 170 -4604782472545169417
76 171 4274076431352614186
76 172 -8615306115733064831
76 173 -1378856243464918836
76 174 4026344619454687441
76 175 -8327691009563264557
76 176 -1163524966389660746
76 177 -5161424447831472886
76 178 -5797628681367205851
76 179 -6027484453926284158
76 180 2466891850128684714
76 181 -1149241841983755328
76 182 -9171282812061425673
76 183 803393252517471482
76 184 -7043564374872958735
76 185 3228571835384777296
76 186 8525172317311707968
76 187 -4383709422092899348
76 188 5180142606814106215
76 189 6591528265698604365
76 190 -8661301191233262088
76 191 9152487374969899372
76 192 -5345856869774267863
76 193 -4292859794254363075
76 194 8101562305002812431
76 195 -2804414928169714605
76 196 -3324445199206198729
76 197 4191069445265199024
76 198 4606906207930004038
76 199 5416281227747848565
77 0 -4678976276032232831
77 1 4746858075498860429
77 2 -5496435541094378931
77 3 5195399049629190990
77 4 -1732618857044791220
77 5 -7655732585217174243
77 6 -5916458761437783748
77 7 1659747164087356642
77 8 3805658587024679820
77 9 -7791481786494595310
77 10 423339404021712337
77 11 -6195146298296351953
77 12 -5766533532170725306
77 13 -7834299736182666224
77 14 -3101509219176760910
77 15 -948725968854205452
77 16 8101737219227200590
77 17 -4528423488156903433
77 18 -3174140201819355749
77 19 6713036994519102126
77 20 -7836859616530493
77 21 -4957756689702641581
77 22 -8128648003384967297
77 23 -7577264377161111481
77 24 -1766439194302531587
77 25 3616186831099129990
77 26 2417310883964672644
77 27 6989985559787997203
77 28 -6868578518621102977
77 29 -2629265805026905644
77 30 7586423498391032898
77 31 -7010013491825244129
77 32 -180212800813830477
77 33 4453918968204907205
77 34 -8915886386942961280
77 35 -7178796941012893885
77 36 -6507905163624758316
77 37 -6487849062269286607
77 38 -2116250932277701314
77 39 -3625062831735514260
77 40 -1230636308460837835
77 41 3039291673164303779
77 42 -1079638173731394603
77 43 -669314001203626929
77 44 1201393905449996383
77 45 5049798221622053063
77 46 -1285766535319527567
77 47 -1172854749036853843
77 48 -7732983005544563984
77 49 5884449664669184819
77 50 -8100149601299006707
77 51 -436731302132767832
77 52 -8540908562215441593
77 53 527895846443196810
77 54 -641925800521876614
77 55 -749384830611659360
77 56 3296163996496071557
77 57 -5052541622568427810
77 58 974751064710149422
77 59 -119381022537868532
77 60 1093439125160573120
77 61 1566194320907712821
77 62 -4775650689420019199
77 63 -6816394410393559235
77 64 -7671921529660460547
77 65 6948472049924096291
77 66 -6531154382222817323
77 67 2121652026961658692
77 68 1127505506757812434
77 69 8954458927801411349
77 70 4987036297845928657
77 71 4860961135973521514
77 72 732858029362281430
77 73 480693938488162223
77 74 -7646088943263509426
77 75 -5500453414764290177
77 76 -4052371845175008385
77 77 6140015940107798802
77 78 5483447579550147483
77 79 -784199265193608475
77 80 -4721214410784526940
77 81 -6380686865387794523
77 82 2513637066602177116
77 83 -3896355387562765471
77 84 4734039182312069433
77 85 -6740652147522989589
77 86 -8412937370889560918
77 87 575143662166940044
77 88 -1985454489536139905
77 89 3556353648696560902
77 90 -2055914841543014786
77 91 -3442510235736113197
77 92 5836288502130243810
77 93 1970645450657570267
77 94 -5425901321468559072
77 95 1773884148703262739
77 96 -6037865794297953400
77 97 6014771432777926079
77 98 -5219332575122612516
77 99 -5714700400724192839
77 100 3097744089121333715
77 101 1223235549196940190
77 102 5317648358699715537
77 103 -4488224902453631477
77 104 3016889134874181753
77 105 3941511045827237474
77 106 7036843433068013228
77 107 7961099121352963076
77 108 -2803903122485559591
77 109 -8895260355317848549
77 110 -6194965094670834915
77 111 5026463782839787548
77 112 6300208923067699306
77 113 6120003735913704529
77 114 2895676888752846595
77 115 2837941672932528093
77 116 8373396772354199945
77 117 -6665456398913739687
77 118 -5032615692257994491
77 119 -2530214569816908898
77 120 4397634337948940617
77 121 859742251792005616
77 122 -4422396211597176761
77 123 4624056982320822806
77 124 -361964843272684848
77 125 -6105283173633981085
77 126 -1466858919632475601
77 127 -8203448782895276953
77 128 -7608152153077717443
77 129 -5273456439532000393
77 130 -1658801525924127819
77 131 7336729582806289062
77 132 5693204650835105482
77 133 2758754341929127883
77 134 -742296179831200042
77 135 4803464277644799357
77 136 1146322133648732756
77 137 3109453480628004895
77 138 8767761224907022948
77 139 -4061001635810875652
77 140 2620117014963769017
77 141 -8386737677312202174
77 142 -8950882238956236965
77 143 7634709177464313911
77 144 549005082392178121
77 145 14713712557672709
77 146 -4259430847126268443
77 147 -5172916096210363186
77 148 -6378282470581016457
77 149 7790718558058184663
77 150 7220918604384298712
77 151 5049469917364028781
77 152 7524419331588272757
77 153 -5473301232927927564
77 154 -7084951934908015519
77 155 -1156897474068791755
77 156 -5861194184029120874
77 157 8964120931766277910
77 158 -8823743508861463577
77 159 -617210690940223090
77 160 5399022007146529096
77 161 2532891499385888890
77 162 -286266451217142570
77 163 -4390759152684501976
77 164 -8923179141552767348
77 165 3350276218617163192
77 166 3435332260125473705
77 167 -2729236416678179645
77 168 922652141710627017
77 169 -8549732165286210890
77 170 -4652931521994908228
77 171 -6702044847421024090
77 172 5015707643653339741
77 173 -6748854099553136392
77 174 -5115908802358389550
77 175 5975202601657533706
77 176 1386937352061185523
77 177 6230428825860731318
77 178 -2574130337243442672
77 179 -4161408531200964241
77 180 -6960814863216769157
77 181 5853864020871931448
77 182 3638410603937841468
77 183 -2736121518796874755
77 184 8798312208056150345
77 185 -7844078319660088794
77 186 229244871353114981
77 187 -3145629578290342310
77 188 9112528812996294287
77 189 -2473488349649302889
77 190 -8427974460076234629
77 191 -8892464004305722478
77 192 6792010019137283014
77 193 1967476990165035637
77 194 6863776800390560266
77 195 -4030722240448821482
77 196 4733745254900498439
77 197 3322796461016361684
77 198 -3966514580113248264
77 199 -1658957289921918869
78 0 -4913233328376400758
78 1 2690376572587906773
78 2 -1806318200785240467
78 3 4255330121391590467
78 4 -4659169872924233821
78 5 -837808191275908847
78 6 -4635708708748377952
78 7 653897631373532026
78 8 -1579345839839500786
78 9 -4379663291491502026
78 10 4110282247545610051
78 11 -3746374440224451675
78 12 3341062442165610462
78 13 7786646142081275639
78 14 -8722283738348154893
78 15 5761238146757539318
78 16 6152121475643521725
78 17 -5705735680239072478
78 18 614122454857832564
78 19 -264323489531012157
78 20 4738496785991515699
78 21 -3283271138023783195
78 22 3463713330357951127
78 23 9022141187112260970
78 24 1953933591670745143
78 25 2092856882941060391
78 26 1613528836565196225
78 27 -2973206989479165654
78 28 -8500602959514725133
78 29 -1138157680474417668
78 30 4595658076716036164
78 31 -5031498367362609590
78 32 245220136337764568
78 33 -2613657856055785817
78 34 2383398116733565722
78 35 840682282201369192
78 36 5268590526953463722
78 37 -8348770257895443948
78 38 6028984427093239905
78 39 4352056924709324396
78 40 -3910780401555659488
78 41 -6593986818443334352
78 42 7101326494580559597
78 43 -8416454746911540056
78 44 2001654629599128766
78 45 3568050536008456247
78 46 -5167140709931739520
78 47 -5444739948592234526
78 48 5051699715098549529
78 49 -1620777367897187553
78 50 -4505463088342690535
78 51 3646227114627652266
78 52 6008911818120246038
78 53 -2170371511509607234
78 54 -4154058226166920859
78 55 1454532575619378776
78 56 5409893410860793996
78 57 8386680070878594102
78 58 -4127032936316171548
78 59 81285068307028342
78 60 -2893347190953032534
78 61 -682554914424411976
78 62 3849661330366284473
78 63 6342890211827484892
78 64 5572513544993415552
78 65 4216647765945720057
78 66 6734702534864501404
78 67 225232414261557867
78 68 -1200089731516808939
78 69 -1006419761227822173
78 70 5081704207822836340
78 71 -4387523201833172555
78 72 2826301489952435403
78 73 -4938524758876548444
78 74 3148600521321479109
78 75 7959178601296420812
78 76 8850476620511724510
78 77 -8301098832656359166
78 78 8142986708570148510
78 79 -5360965492051457589
78 80 4353804062147443178
78 81 -5057866489686052185
78 82 -5321685696528389143
78 83 -5454660422761704572
78 84 -2148485112171807963
78 85 -3086999005404283809
78 86 9066049489594036680
78 87 3990951792400039996
78 88 4497438882720847159
78 89 -8828892321815140262
78 90 -8465465297833878432
78 91 -1283550410726308226
78 92 -2494396655908317745
78 93 -7030457957176799114
78 94 3397607757477550049
78 95 -5175525159808103084
78 96 -797394003127806767
78 97 3186155840090947723
78 98 4776119411052613962
78 99 -2718111496194093889
78 100 -162711888146549890
78 101 2050312270843694708
78 102 7135919919526935342
78 103 29956737021804408
78 104 2148585562065660791
78 105 -509453332090469350
78 106 6641678168249440661
78 107 4785047312575261965
78 108 2920869940523890359
78 109 264906556809585497
78 110 7235672789957649074
78 111 1473062043137116465
78 112 -2221696964921344188
78 113 4152404458829399422
78 114 -1285057496446525318
78 115 -6180411155716307749
78 116 -2129827805547916959
78 117 857223869819124688
78 118 7528927274200499185
78 119 2477654870631974195
78 120 -3010638486540380127
78 121 -2243511519209659904
78 122 343457220133372227
78 123 -1788765113172518440
78 124 7773692913086120445
78 125 7913577625190247771
78 126 929622211739226143
78 127 -1642639776860051865
78 128 8422783574807623176
78 129 7030537063891522306
78 130 -7294706270946573196
78 131 -8562115939814198325
78 132 -2388140497073576066
78 133 -5931300073923288170
78 134 5315375902133210270
78 135 2448289986968676817
78 136 -3495370051571608868
78 137 -1204764039770183999
78 138 -4185608220958441722
78 139 216407512104396933
78 140 -2618887266873657705
78 141 -8395753357680893839
78 142 -6695051141654522763
78 143 5281245944780354005
78 144 -4881721430538408124
78 145 7773383999850936896
78 146 -7026829918422075931
78 147 6967909327521767074
78 148 6038931925719275650
78 149 -2820368731548320547
78 150 -7917587121412047308
78 151 2877813680531070560
78 152 -7994576092749363397
78 153 1102714166623692064
78 154 5142366599840386965
78 155 4387009256403286076
78 156 3494363399003477269
78 157 -2720215121835875835
78 158 -676275164093283159
78 159 -5314747061867455972
78 160 6264420285453070838
78 161 -1621920679182811832
78 162 -7003292210148644682
78 163 5734764904535693767
78 164 152791506914407387
78 165 8220288647778526117
78 166 -6188496682327648785
78 167 -453281541214211413
78 168 6946693174936600357
78 169 6396752589527932972
78 170 -5048944972540821332
78 171 8093525721710138099
78 172 -6200143978104469336
78 173 6183233723218356641
78 174 2660168280401389682
78 175 -2627433111009020398
78 176 260394281210571073
78 177 -7944168723836974574
78 178 6384605932232597428
78 179 -7516894564051498820
78 180 8843432340504648834
78 181 -5464198673425306481
78 182 -7409479797556322174
78 183 -5360413685923149269
78 184 -5416022449800884690
78 185 1132472807090403625
78 186 6185671416749505857
78 187 5050586812859666440
78 188 -3281210976884608068
78 189 -7984297136757293332
78 190 -2430521957976059302
78 191 2048897848998294965
78 192 -685636066162959052
78 193 -6405728798333738498
78 194 2252506604936245851
78 195 4434265275099293988
78 196 1682546936399972261
78 197 8452976316613528644
78 198 -6883291513611052802
78 199 3836983249755111152
79 0 7423845994658288960
